Chemical,Monitor,reading,direction,Date
Methylosmolene,6,0.47096,273.6,2016/8/26 19:00
AGOC-3A,8,0.456197,273.6,2016/8/26 19:00
Appluimonia,5,0.403377,273.6,2016/8/26 19:00
Chlorodinine,2,0.389179,273.6,2016/8/26 19:00
Methylosmolene,7,0.374815,273.6,2016/8/26 19:00
Chlorodinine,6,0.365629,273.6,2016/8/26 19:00
Methylosmolene,5,0.348356,273.6,2016/8/26 19:00
Methylosmolene,2,0.327798,273.6,2016/8/26 19:00
Appluimonia,8,0.291669,273.6,2016/8/26 19:00
Appluimonia,6,0.199681,273.6,2016/8/26 19:00
Methylosmolene,1,0.190242,273.6,2016/8/26 19:00
AGOC-3A,7,0.139183,273.6,2016/8/26 19:00
Chlorodinine,1,0.0839752,273.6,2016/8/26 19:00
Chlorodinine,9,0.0766077,273.6,2016/8/26 19:00
Appluimonia,2,0.0315507,273.6,2016/8/26 19:00
Appluimonia,1,0.0234901,273.6,2016/8/26 19:00
AGOC-3A,1,0.0224389,273.6,2016/8/26 19:00
AGOC-3A,3,3.15457,286.1,2016/8/26 20:00
Methylosmolene,3,2.70353,286.1,2016/8/26 20:00
Chlorodinine,3,1.85233,286.1,2016/8/26 20:00
Appluimonia,4,1.35136,286.1,2016/8/26 20:00
Appluimonia,3,1.26333,286.1,2016/8/26 20:00
Appluimonia,2,1.19489,286.1,2016/8/26 20:00
Chlorodinine,4,1.15596,286.1,2016/8/26 20:00
Appluimonia,5,1.05637,286.1,2016/8/26 20:00
Methylosmolene,4,1.00109,286.1,2016/8/26 20:00
AGOC-3A,4,0.931413,286.1,2016/8/26 20:00
Appluimonia,7,0.930323,286.1,2016/8/26 20:00
Chlorodinine,9,0.756486,286.1,2016/8/26 20:00
AGOC-3A,5,0.750108,286.1,2016/8/26 20:00
Chlorodinine,2,0.707494,286.1,2016/8/26 20:00
Appluimonia,9,0.697775,286.1,2016/8/26 20:00
AGOC-3A,9,0.591353,286.1,2016/8/26 20:00
Appluimonia,8,0.579448,286.1,2016/8/26 20:00
Methylosmolene,9,0.577097,286.1,2016/8/26 20:00
Chlorodinine,7,0.571322,286.1,2016/8/26 20:00
Appluimonia,1,0.474292,286.1,2016/8/26 20:00
Chlorodinine,6,0.399258,286.1,2016/8/26 20:00
Methylosmolene,5,0.354608,286.1,2016/8/26 20:00
Appluimonia,6,0.301042,286.1,2016/8/26 20:00
Chlorodinine,5,0.300503,286.1,2016/8/26 20:00
Methylosmolene,1,0.295532,286.1,2016/8/26 20:00
Chlorodinine,1,0.28548,286.1,2016/8/26 20:00
Methylosmolene,6,0.20756,286.1,2016/8/26 20:00
AGOC-3A,7,0.192767,286.1,2016/8/26 20:00
AGOC-3A,2,0.186,286.1,2016/8/26 20:00
AGOC-3A,6,0.165914,286.1,2016/8/26 20:00
Methylosmolene,2,0.140431,286.1,2016/8/26 20:00
AGOC-3A,1,0.102009,286.1,2016/8/26 20:00
Methylosmolene,8,0.0630286,286.1,2016/8/26 20:00
Chlorodinine,8,0.0535525,286.1,2016/8/26 20:00
AGOC-3A,8,0.0519027,286.1,2016/8/26 20:00
Methylosmolene,7,0.022301,286.1,2016/8/26 20:00
Chlorodinine,3,3.0478,286.1,2016/8/26 21:00
AGOC-3A,3,2.64493,286.1,2016/8/26 21:00
Chlorodinine,9,1.95645,286.1,2016/8/26 21:00
AGOC-3A,7,1.70872,286.1,2016/8/26 21:00
Appluimonia,4,1.34166,286.1,2016/8/26 21:00
Methylosmolene,3,1.34138,286.1,2016/8/26 21:00
Chlorodinine,4,1.25641,286.1,2016/8/26 21:00
AGOC-3A,4,0.955163,286.1,2016/8/26 21:00
Methylosmolene,4,0.873577,286.1,2016/8/26 21:00
Chlorodinine,2,0.790197,286.1,2016/8/26 21:00
Methylosmolene,9,0.606378,286.1,2016/8/26 21:00
AGOC-3A,8,0.511891,286.1,2016/8/26 21:00
Chlorodinine,6,0.50562,286.1,2016/8/26 21:00
AGOC-3A,9,0.477931,286.1,2016/8/26 21:00
Appluimonia,3,0.468403,286.1,2016/8/26 21:00
Appluimonia,2,0.437603,286.1,2016/8/26 21:00
Chlorodinine,5,0.404985,286.1,2016/8/26 21:00
AGOC-3A,5,0.395909,286.1,2016/8/26 21:00
Methylosmolene,6,0.387285,286.1,2016/8/26 21:00
AGOC-3A,6,0.373708,286.1,2016/8/26 21:00
Appluimonia,6,0.280468,286.1,2016/8/26 21:00
Methylosmolene,5,0.250317,286.1,2016/8/26 21:00
AGOC-3A,1,0.189645,286.1,2016/8/26 21:00
Appluimonia,5,0.135193,286.1,2016/8/26 21:00
Chlorodinine,1,0.116494,286.1,2016/8/26 21:00
Appluimonia,1,0.106772,286.1,2016/8/26 21:00
Methylosmolene,7,0.105282,286.1,2016/8/26 21:00
Methylosmolene,8,0.0702415,286.1,2016/8/26 21:00
Appluimonia,8,0.0602282,286.1,2016/8/26 21:00
Methylosmolene,2,0.0584058,286.1,2016/8/26 21:00
AGOC-3A,2,0.0345437,286.1,2016/8/26 21:00
Appluimonia,9,0.0335896,286.1,2016/8/26 21:00
Methylosmolene,1,0.0301849,286.1,2016/8/26 21:00
Chlorodinine,7,0.0259191,286.1,2016/8/26 21:00
Chlorodinine,8,0.0118629,286.1,2016/8/26 21:00
Appluimonia,7,0.01019,286.1,2016/8/26 21:00
AGOC-3A,3,2.60193,286.1,2016/8/26 22:00
Appluimonia,7,2.30434,286.1,2016/8/26 22:00
Methylosmolene,3,1.7605,286.1,2016/8/26 22:00
Methylosmolene,4,1.36948,286.1,2016/8/26 22:00
AGOC-3A,4,1.22117,286.1,2016/8/26 22:00
Chlorodinine,4,1.09117,286.1,2016/8/26 22:00
Appluimonia,4,1.05819,286.1,2016/8/26 22:00
Methylosmolene,5,1.03535,286.1,2016/8/26 22:00
AGOC-3A,7,0.986967,286.1,2016/8/26 22:00
Chlorodinine,3,0.90422,286.1,2016/8/26 22:00
Methylosmolene,6,0.611336,286.1,2016/8/26 22:00
Chlorodinine,9,0.54589,286.1,2016/8/26 22:00
Appluimonia,3,0.488176,286.1,2016/8/26 22:00
AGOC-3A,9,0.471671,286.1,2016/8/26 22:00
Methylosmolene,9,0.363116,286.1,2016/8/26 22:00
Chlorodinine,7,0.336258,286.1,2016/8/26 22:00
Appluimonia,8,0.290462,286.1,2016/8/26 22:00
Chlorodinine,2,0.253695,286.1,2016/8/26 22:00
Appluimonia,5,0.225059,286.1,2016/8/26 22:00
Chlorodinine,1,0.217702,286.1,2016/8/26 22:00
Appluimonia,9,0.209533,286.1,2016/8/26 22:00
AGOC-3A,6,0.207389,286.1,2016/8/26 22:00
Chlorodinine,8,0.189534,286.1,2016/8/26 22:00
AGOC-3A,8,0.174518,286.1,2016/8/26 22:00
Methylosmolene,8,0.17103,286.1,2016/8/26 22:00
Chlorodinine,5,0.165115,286.1,2016/8/26 22:00
Chlorodinine,6,0.13416,286.1,2016/8/26 22:00
AGOC-3A,1,0.126836,286.1,2016/8/26 22:00
AGOC-3A,2,0.093952,286.1,2016/8/26 22:00
Methylosmolene,2,0.0933084,286.1,2016/8/26 22:00
Appluimonia,1,0.0771008,286.1,2016/8/26 22:00
Appluimonia,2,0.0641251,286.1,2016/8/26 22:00
Methylosmolene,1,0.0604947,286.1,2016/8/26 22:00
Appluimonia,6,0.0505921,286.1,2016/8/26 22:00
AGOC-3A,5,0.0388183,286.1,2016/8/26 22:00
Methylosmolene,7,0.00929344,286.1,2016/8/26 22:00
AGOC-3A,4,1.43927,291.6,2016/8/26 23:00
Methylosmolene,4,1.15097,291.6,2016/8/26 23:00
Appluimonia,5,1.07798,291.6,2016/8/26 23:00
Appluimonia,4,1.02659,291.6,2016/8/26 23:00
Chlorodinine,4,0.839912,291.6,2016/8/26 23:00
Methylosmolene,5,0.828873,291.6,2016/8/26 23:00
Chlorodinine,5,0.785262,291.6,2016/8/26 23:00
Methylosmolene,2,0.713925,291.6,2016/8/26 23:00
Methylosmolene,3,0.677005,291.6,2016/8/26 23:00
Appluimonia,6,0.656474,291.6,2016/8/26 23:00
Chlorodinine,1,0.602921,291.6,2016/8/26 23:00
Appluimonia,9,0.555326,291.6,2016/8/26 23:00
Chlorodinine,9,0.549202,291.6,2016/8/26 23:00
AGOC-3A,7,0.540884,291.6,2016/8/26 23:00
AGOC-3A,3,0.511551,291.6,2016/8/26 23:00
AGOC-3A,8,0.478764,291.6,2016/8/26 23:00
Methylosmolene,6,0.462163,291.6,2016/8/26 23:00
AGOC-3A,6,0.419146,291.6,2016/8/26 23:00
Methylosmolene,1,0.39344,291.6,2016/8/26 23:00
Appluimonia,3,0.388542,291.6,2016/8/26 23:00
Chlorodinine,7,0.334877,291.6,2016/8/26 23:00
AGOC-3A,1,0.329072,291.6,2016/8/26 23:00
Appluimonia,7,0.310871,291.6,2016/8/26 23:00
Appluimonia,8,0.255927,291.6,2016/8/26 23:00
Chlorodinine,8,0.194193,291.6,2016/8/26 23:00
Methylosmolene,9,0.182649,291.6,2016/8/26 23:00
AGOC-3A,9,0.170299,291.6,2016/8/26 23:00
Methylosmolene,8,0.141365,291.6,2016/8/26 23:00
Methylosmolene,7,0.13776,291.6,2016/8/26 23:00
Chlorodinine,6,0.136547,291.6,2016/8/26 23:00
AGOC-3A,5,0.107389,291.6,2016/8/26 23:00
Chlorodinine,2,0.0963598,291.6,2016/8/26 23:00
Appluimonia,1,0.0806601,291.6,2016/8/26 23:00
AGOC-3A,2,0.0599683,291.6,2016/8/26 23:00
Appluimonia,2,0.0289395,291.6,2016/8/26 23:00
Chlorodinine,3,0.0196209,291.6,2016/8/26 23:00
AGOC-3A,3,3.48215,291.6,2016/8/27 0:00
Appluimonia,9,1.43504,291.6,2016/8/27 0:00
Chlorodinine,4,1.19669,291.6,2016/8/27 0:00
Appluimonia,4,1.17645,291.6,2016/8/27 0:00
AGOC-3A,4,1.09707,291.6,2016/8/27 0:00
Methylosmolene,4,1.08192,291.6,2016/8/27 0:00
Appluimonia,8,1.07,291.6,2016/8/27 0:00
AGOC-3A,5,0.99675,291.6,2016/8/27 0:00
Methylosmolene,3,0.995911,291.6,2016/8/27 0:00
AGOC-3A,2,0.959621,291.6,2016/8/27 0:00
Appluimonia,7,0.900009,291.6,2016/8/27 0:00
Appluimonia,3,0.802397,291.6,2016/8/27 0:00
Chlorodinine,3,0.776477,291.6,2016/8/27 0:00
Chlorodinine,8,0.663101,291.6,2016/8/27 0:00
Chlorodinine,6,0.640866,291.6,2016/8/27 0:00
Methylosmolene,7,0.635796,291.6,2016/8/27 0:00
Chlorodinine,2,0.53964,291.6,2016/8/27 0:00
AGOC-3A,9,0.518126,291.6,2016/8/27 0:00
Appluimonia,5,0.515176,291.6,2016/8/27 0:00
Appluimonia,6,0.505673,291.6,2016/8/27 0:00
AGOC-3A,8,0.474214,291.6,2016/8/27 0:00
Methylosmolene,6,0.442194,291.6,2016/8/27 0:00
Appluimonia,1,0.40905,291.6,2016/8/27 0:00
Chlorodinine,1,0.356771,291.6,2016/8/27 0:00
AGOC-3A,6,0.330049,291.6,2016/8/27 0:00
Methylosmolene,8,0.278178,291.6,2016/8/27 0:00
Methylosmolene,1,0.271531,291.6,2016/8/27 0:00
Methylosmolene,5,0.262514,291.6,2016/8/27 0:00
Appluimonia,2,0.251472,291.6,2016/8/27 0:00
Chlorodinine,7,0.228063,291.6,2016/8/27 0:00
Methylosmolene,2,0.176777,291.6,2016/8/27 0:00
Chlorodinine,9,0.131115,291.6,2016/8/27 0:00
Methylosmolene,9,0.130076,291.6,2016/8/27 0:00
AGOC-3A,1,0.0503058,291.6,2016/8/27 0:00
Chlorodinine,5,0.0284412,291.6,2016/8/27 0:00
AGOC-3A,7,0.00194709,291.6,2016/8/27 0:00
Chlorodinine,6,8.83708,291.6,2016/8/27 1:00
Chlorodinine,3,1.6821,291.6,2016/8/27 1:00
Chlorodinine,4,1.45877,291.6,2016/8/27 1:00
Methylosmolene,4,1.23546,291.6,2016/8/27 1:00
AGOC-3A,4,1.19388,291.6,2016/8/27 1:00
AGOC-3A,9,1.17699,291.6,2016/8/27 1:00
Appluimonia,4,0.918744,291.6,2016/8/27 1:00
Methylosmolene,6,0.883225,291.6,2016/8/27 1:00
AGOC-3A,3,0.876691,291.6,2016/8/27 1:00
Appluimonia,5,0.664161,291.6,2016/8/27 1:00
Methylosmolene,5,0.565709,291.6,2016/8/27 1:00
Appluimonia,2,0.524423,291.6,2016/8/27 1:00
AGOC-3A,6,0.502484,291.6,2016/8/27 1:00
AGOC-3A,5,0.474917,291.6,2016/8/27 1:00
Methylosmolene,8,0.457,291.6,2016/8/27 1:00
Appluimonia,9,0.449293,291.6,2016/8/27 1:00
AGOC-3A,8,0.44066,291.6,2016/8/27 1:00
Methylosmolene,3,0.385882,291.6,2016/8/27 1:00
Appluimonia,6,0.331803,291.6,2016/8/27 1:00
Chlorodinine,9,0.32222,291.6,2016/8/27 1:00
Methylosmolene,9,0.30128,291.6,2016/8/27 1:00
AGOC-3A,7,0.299854,291.6,2016/8/27 1:00
Chlorodinine,8,0.288046,291.6,2016/8/27 1:00
Appluimonia,3,0.25986,291.6,2016/8/27 1:00
Chlorodinine,5,0.25507,291.6,2016/8/27 1:00
Chlorodinine,7,0.235954,291.6,2016/8/27 1:00
Methylosmolene,1,0.231874,291.6,2016/8/27 1:00
Appluimonia,8,0.219159,291.6,2016/8/27 1:00
Methylosmolene,7,0.215328,291.6,2016/8/27 1:00
AGOC-3A,1,0.182452,291.6,2016/8/27 1:00
Methylosmolene,2,0.181833,291.6,2016/8/27 1:00
AGOC-3A,2,0.170337,291.6,2016/8/27 1:00
Appluimonia,7,0.165363,291.6,2016/8/27 1:00
Chlorodinine,1,0.14093,291.6,2016/8/27 1:00
Chlorodinine,2,0.106673,291.6,2016/8/27 1:00
Appluimonia,1,0.077288,291.6,2016/8/27 1:00
Chlorodinine,6,10.20993,279.8,2016/8/27 2:00
AGOC-3A,3,2.16979,279.8,2016/8/27 2:00
Appluimonia,4,1.37215,279.8,2016/8/27 2:00
Methylosmolene,7,1.26974,279.8,2016/8/27 2:00
Chlorodinine,4,1.23546,279.8,2016/8/27 2:00
Methylosmolene,4,1.17162,279.8,2016/8/27 2:00
AGOC-3A,7,1.10197,279.8,2016/8/27 2:00
AGOC-3A,4,0.919696,279.8,2016/8/27 2:00
AGOC-3A,9,0.877075,279.8,2016/8/27 2:00
AGOC-3A,2,0.794172,279.8,2016/8/27 2:00
Chlorodinine,8,0.646903,279.8,2016/8/27 2:00
Chlorodinine,7,0.621137,279.8,2016/8/27 2:00
Chlorodinine,9,0.601114,279.8,2016/8/27 2:00
Methylosmolene,5,0.566963,279.8,2016/8/27 2:00
Methylosmolene,9,0.540216,279.8,2016/8/27 2:00
AGOC-3A,8,0.526028,279.8,2016/8/27 2:00
Appluimonia,6,0.5184,279.8,2016/8/27 2:00
Appluimonia,5,0.479345,279.8,2016/8/27 2:00
Methylosmolene,3,0.466614,279.8,2016/8/27 2:00
Appluimonia,3,0.441679,279.8,2016/8/27 2:00
Appluimonia,2,0.433817,279.8,2016/8/27 2:00
Appluimonia,7,0.39878,279.8,2016/8/27 2:00
AGOC-3A,5,0.373839,279.8,2016/8/27 2:00
AGOC-3A,1,0.338429,279.8,2016/8/27 2:00
Chlorodinine,2,0.331022,279.8,2016/8/27 2:00
Methylosmolene,6,0.271097,279.8,2016/8/27 2:00
Appluimonia,1,0.25005,279.8,2016/8/27 2:00
Methylosmolene,2,0.214247,279.8,2016/8/27 2:00
Methylosmolene,1,0.212362,279.8,2016/8/27 2:00
Chlorodinine,3,0.187855,279.8,2016/8/27 2:00
Methylosmolene,8,0.163783,279.8,2016/8/27 2:00
AGOC-3A,6,0.14591,279.8,2016/8/27 2:00
Chlorodinine,1,0.0955918,279.8,2016/8/27 2:00
Chlorodinine,5,0.0806137,279.8,2016/8/27 2:00
Appluimonia,8,0.0442481,279.8,2016/8/27 2:00
Appluimonia,9,0.0359184,279.8,2016/8/27 2:00
Chlorodinine,3,2.28471,279.8,2016/8/27 3:00
Appluimonia,4,1.28436,279.8,2016/8/27 3:00
Methylosmolene,4,1.23314,279.8,2016/8/27 3:00
Chlorodinine,4,1.21479,279.8,2016/8/27 3:00
AGOC-3A,4,1.17362,279.8,2016/8/27 3:00
AGOC-3A,8,1.06789,279.8,2016/8/27 3:00
Methylosmolene,7,1.05583,279.8,2016/8/27 3:00
AGOC-3A,3,0.948448,279.8,2016/8/27 3:00
Methylosmolene,9,0.717138,279.8,2016/8/27 3:00
AGOC-3A,5,0.585878,279.8,2016/8/27 3:00
Appluimonia,3,0.570839,279.8,2016/8/27 3:00
Chlorodinine,6,0.554165,279.8,2016/8/27 3:00
Methylosmolene,3,0.554131,279.8,2016/8/27 3:00
Methylosmolene,8,0.498586,279.8,2016/8/27 3:00
Appluimonia,7,0.486287,279.8,2016/8/27 3:00
AGOC-3A,6,0.475673,279.8,2016/8/27 3:00
Appluimonia,1,0.473238,279.8,2016/8/27 3:00
Appluimonia,2,0.399198,279.8,2016/8/27 3:00
Appluimonia,9,0.388608,279.8,2016/8/27 3:00
Appluimonia,8,0.387805,279.8,2016/8/27 3:00
Chlorodinine,7,0.296908,279.8,2016/8/27 3:00
Chlorodinine,5,0.296621,279.8,2016/8/27 3:00
Methylosmolene,2,0.289024,279.8,2016/8/27 3:00
Methylosmolene,6,0.23937,279.8,2016/8/27 3:00
Appluimonia,6,0.209254,279.8,2016/8/27 3:00
Appluimonia,5,0.166098,279.8,2016/8/27 3:00
Chlorodinine,2,0.119457,279.8,2016/8/27 3:00
AGOC-3A,9,0.117968,279.8,2016/8/27 3:00
Methylosmolene,1,0.0996905,279.8,2016/8/27 3:00
AGOC-3A,1,0.0885658,279.8,2016/8/27 3:00
AGOC-3A,2,0.0684046,279.8,2016/8/27 3:00
Chlorodinine,8,0.0654224,279.8,2016/8/27 3:00
Methylosmolene,5,0.0515832,279.8,2016/8/27 3:00
Chlorodinine,1,0.0421029,279.8,2016/8/27 3:00
AGOC-3A,7,0.04129,279.8,2016/8/27 3:00
Chlorodinine,9,0.037357,279.8,2016/8/27 3:00
Methylosmolene,3,2.98372,279.8,2016/8/27 4:00
AGOC-3A,3,1.82097,279.8,2016/8/27 4:00
Chlorodinine,4,1.27205,279.8,2016/8/27 4:00
AGOC-3A,4,1.25125,279.8,2016/8/27 4:00
Chlorodinine,3,1.24974,279.8,2016/8/27 4:00
Methylosmolene,4,1.16792,279.8,2016/8/27 4:00
Chlorodinine,8,1.12176,279.8,2016/8/27 4:00
Appluimonia,4,1.03153,279.8,2016/8/27 4:00
AGOC-3A,9,0.879109,279.8,2016/8/27 4:00
Appluimonia,9,0.849788,279.8,2016/8/27 4:00
Appluimonia,7,0.835812,279.8,2016/8/27 4:00
Methylosmolene,5,0.756882,279.8,2016/8/27 4:00
AGOC-3A,8,0.755122,279.8,2016/8/27 4:00
Appluimonia,3,0.74408,279.8,2016/8/27 4:00
Chlorodinine,7,0.717899,279.8,2016/8/27 4:00
AGOC-3A,2,0.710928,279.8,2016/8/27 4:00
Chlorodinine,2,0.613791,279.8,2016/8/27 4:00
Methylosmolene,2,0.449719,279.8,2016/8/27 4:00
AGOC-3A,1,0.365472,279.8,2016/8/27 4:00
AGOC-3A,7,0.322017,279.8,2016/8/27 4:00
Appluimonia,8,0.317645,279.8,2016/8/27 4:00
Chlorodinine,5,0.29369,279.8,2016/8/27 4:00
AGOC-3A,5,0.283608,279.8,2016/8/27 4:00
Methylosmolene,8,0.278402,279.8,2016/8/27 4:00
AGOC-3A,6,0.271398,279.8,2016/8/27 4:00
Appluimonia,6,0.242289,279.8,2016/8/27 4:00
Methylosmolene,6,0.201441,279.8,2016/8/27 4:00
Methylosmolene,7,0.198489,279.8,2016/8/27 4:00
Methylosmolene,9,0.196673,279.8,2016/8/27 4:00
Chlorodinine,6,0.188504,279.8,2016/8/27 4:00
Appluimonia,2,0.173773,279.8,2016/8/27 4:00
Chlorodinine,9,0.144591,279.8,2016/8/27 4:00
Methylosmolene,1,0.106402,279.8,2016/8/27 4:00
Appluimonia,5,0.0762426,279.8,2016/8/27 4:00
Appluimonia,1,0.0759372,279.8,2016/8/27 4:00
Chlorodinine,1,0.0743309,279.8,2016/8/27 4:00
AGOC-3A,3,2.38599,308,2016/8/27 5:00
Appluimonia,7,1.39948,308,2016/8/27 5:00
AGOC-3A,4,1.3318,308,2016/8/27 5:00
Appluimonia,4,1.30784,308,2016/8/27 5:00
AGOC-3A,9,1.16542,308,2016/8/27 5:00
Methylosmolene,4,1.10751,308,2016/8/27 5:00
Appluimonia,3,0.983202,308,2016/8/27 5:00
Chlorodinine,4,0.964846,308,2016/8/27 5:00
Chlorodinine,5,0.871955,308,2016/8/27 5:00
Methylosmolene,5,0.847921,308,2016/8/27 5:00
Chlorodinine,7,0.823999,308,2016/8/27 5:00
Appluimonia,5,0.680337,308,2016/8/27 5:00
Chlorodinine,6,0.612516,308,2016/8/27 5:00
Chlorodinine,8,0.60696,308,2016/8/27 5:00
Methylosmolene,7,0.570998,308,2016/8/27 5:00
Appluimonia,8,0.548686,308,2016/8/27 5:00
Methylosmolene,8,0.486861,308,2016/8/27 5:00
AGOC-3A,6,0.46456,308,2016/8/27 5:00
AGOC-3A,1,0.456439,308,2016/8/27 5:00
Methylosmolene,6,0.446286,308,2016/8/27 5:00
Chlorodinine,3,0.400216,308,2016/8/27 5:00
Methylosmolene,3,0.365382,308,2016/8/27 5:00
Appluimonia,6,0.354829,308,2016/8/27 5:00
Appluimonia,1,0.343945,308,2016/8/27 5:00
AGOC-3A,2,0.314204,308,2016/8/27 5:00
AGOC-3A,8,0.310366,308,2016/8/27 5:00
Methylosmolene,9,0.294645,308,2016/8/27 5:00
Appluimonia,9,0.292163,308,2016/8/27 5:00
Appluimonia,2,0.260836,308,2016/8/27 5:00
Methylosmolene,1,0.210707,308,2016/8/27 5:00
Methylosmolene,2,0.194446,308,2016/8/27 5:00
Chlorodinine,1,0.191315,308,2016/8/27 5:00
Chlorodinine,2,0.188396,308,2016/8/27 5:00
AGOC-3A,5,0.138964,308,2016/8/27 5:00
Chlorodinine,9,0.137718,308,2016/8/27 5:00
AGOC-3A,7,0.0210218,308,2016/8/27 5:00
Methylosmolene,4,1.58755,308,2016/8/27 6:00
Chlorodinine,3,1.25785,308,2016/8/27 6:00
Appluimonia,4,1.20065,308,2016/8/27 6:00
Methylosmolene,3,1.11582,308,2016/8/27 6:00
Chlorodinine,4,0.912976,308,2016/8/27 6:00
AGOC-3A,7,0.901204,308,2016/8/27 6:00
AGOC-3A,4,0.863572,308,2016/8/27 6:00
Methylosmolene,8,0.859421,308,2016/8/27 6:00
Chlorodinine,7,0.772837,308,2016/8/27 6:00
Appluimonia,3,0.734912,308,2016/8/27 6:00
AGOC-3A,3,0.71165,308,2016/8/27 6:00
Methylosmolene,9,0.67376,308,2016/8/27 6:00
Chlorodinine,6,0.602555,308,2016/8/27 6:00
Appluimonia,5,0.554353,308,2016/8/27 6:00
Chlorodinine,9,0.549964,308,2016/8/27 6:00
Appluimonia,2,0.53319,308,2016/8/27 6:00
Appluimonia,6,0.51769,308,2016/8/27 6:00
Methylosmolene,6,0.517399,308,2016/8/27 6:00
AGOC-3A,1,0.516613,308,2016/8/27 6:00
Chlorodinine,1,0.506673,308,2016/8/27 6:00
Chlorodinine,5,0.431342,308,2016/8/27 6:00
Methylosmolene,7,0.414897,308,2016/8/27 6:00
Appluimonia,9,0.382013,308,2016/8/27 6:00
AGOC-3A,6,0.281855,308,2016/8/27 6:00
Methylosmolene,2,0.239768,308,2016/8/27 6:00
AGOC-3A,5,0.195665,308,2016/8/27 6:00
Methylosmolene,1,0.169814,308,2016/8/27 6:00
AGOC-3A,8,0.166255,308,2016/8/27 6:00
Chlorodinine,8,0.146809,308,2016/8/27 6:00
AGOC-3A,9,0.132964,308,2016/8/27 6:00
AGOC-3A,2,0.0802899,308,2016/8/27 6:00
Chlorodinine,2,0.0770139,308,2016/8/27 6:00
Methylosmolene,5,0.0547486,308,2016/8/27 6:00
Appluimonia,8,0.0506555,308,2016/8/27 6:00
Appluimonia,1,0.0331232,308,2016/8/27 6:00
Appluimonia,7,0.0232403,308,2016/8/27 6:00
Chlorodinine,3,2.24164,308,2016/8/27 7:00
Appluimonia,7,1.94785,308,2016/8/27 7:00
Methylosmolene,4,1.23711,308,2016/8/27 7:00
Appluimonia,4,1.20103,308,2016/8/27 7:00
Methylosmolene,9,1.1845,308,2016/8/27 7:00
AGOC-3A,4,1.17238,308,2016/8/27 7:00
AGOC-3A,5,0.970916,308,2016/8/27 7:00
Appluimonia,3,0.901517,308,2016/8/27 7:00
Chlorodinine,4,0.867526,308,2016/8/27 7:00
Methylosmolene,2,0.840619,308,2016/8/27 7:00
Chlorodinine,2,0.787304,308,2016/8/27 7:00
Appluimonia,8,0.732455,308,2016/8/27 7:00
AGOC-3A,9,0.676264,308,2016/8/27 7:00
Chlorodinine,1,0.655671,308,2016/8/27 7:00
AGOC-3A,3,0.624533,308,2016/8/27 7:00
Appluimonia,6,0.614817,308,2016/8/27 7:00
Chlorodinine,8,0.588085,308,2016/8/27 7:00
Appluimonia,2,0.560464,308,2016/8/27 7:00
Methylosmolene,6,0.523563,308,2016/8/27 7:00
AGOC-3A,7,0.474971,308,2016/8/27 7:00
Appluimonia,5,0.420393,308,2016/8/27 7:00
Methylosmolene,3,0.366773,308,2016/8/27 7:00
Chlorodinine,7,0.318116,308,2016/8/27 7:00
Chlorodinine,9,0.310341,308,2016/8/27 7:00
Methylosmolene,1,0.287496,308,2016/8/27 7:00
Methylosmolene,5,0.256922,308,2016/8/27 7:00
Methylosmolene,7,0.253558,308,2016/8/27 7:00
AGOC-3A,1,0.237932,308,2016/8/27 7:00
Methylosmolene,8,0.213963,308,2016/8/27 7:00
Appluimonia,9,0.213748,308,2016/8/27 7:00
AGOC-3A,8,0.20004,308,2016/8/27 7:00
Chlorodinine,5,0.170843,308,2016/8/27 7:00
Appluimonia,1,0.166483,308,2016/8/27 7:00
Chlorodinine,6,0.142373,308,2016/8/27 7:00
AGOC-3A,6,0.0177182,308,2016/8/27 7:00
AGOC-3A,2,0.00525854,308,2016/8/27 7:00
Appluimonia,3,2.51074,309.5,2016/8/27 8:00
AGOC-3A,3,1.87675,309.5,2016/8/27 8:00
Methylosmolene,4,1.33051,309.5,2016/8/27 8:00
AGOC-3A,4,1.11699,309.5,2016/8/27 8:00
Appluimonia,4,0.990192,309.5,2016/8/27 8:00
Chlorodinine,4,0.908849,309.5,2016/8/27 8:00
Appluimonia,9,0.843634,309.5,2016/8/27 8:00
Methylosmolene,2,0.721704,309.5,2016/8/27 8:00
Methylosmolene,6,0.721362,309.5,2016/8/27 8:00
Methylosmolene,7,0.641803,309.5,2016/8/27 8:00
Chlorodinine,6,0.577833,309.5,2016/8/27 8:00
AGOC-3A,8,0.566451,309.5,2016/8/27 8:00
Chlorodinine,3,0.509814,309.5,2016/8/27 8:00
Appluimonia,7,0.508368,309.5,2016/8/27 8:00
Appluimonia,6,0.450777,309.5,2016/8/27 8:00
AGOC-3A,1,0.437055,309.5,2016/8/27 8:00
Methylosmolene,8,0.408522,309.5,2016/8/27 8:00
Methylosmolene,3,0.379742,309.5,2016/8/27 8:00
AGOC-3A,2,0.377859,309.5,2016/8/27 8:00
Methylosmolene,1,0.340321,309.5,2016/8/27 8:00
AGOC-3A,6,0.330505,309.5,2016/8/27 8:00
Methylosmolene,5,0.318957,309.5,2016/8/27 8:00
Methylosmolene,9,0.299137,309.5,2016/8/27 8:00
AGOC-3A,9,0.255871,309.5,2016/8/27 8:00
Appluimonia,2,0.217942,309.5,2016/8/27 8:00
Chlorodinine,1,0.197453,309.5,2016/8/27 8:00
